,Date,League,Home,Away,Goals_H,Goals_A,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay
753,2023-12-22,NETHERLANDS - EERSTE DIVISIE,Maastricht,Oss,2,0,1.69,1.79,4.5,5.3,4.1,4.5
754,2023-12-22,NETHERLANDS - EERSTE DIVISIE,Venlo,Telstar,2,1,1.8,1.88,4.2,4.7,4.0,4.3
755,2023-12-22,SCOTLAND - LEAGUE TWO,East Fife,Bonnyrigg Rose,0,3,2.08,2.22,3.75,3.8,3.55,3.85
756,2023-12-22,BELGIUM - JUPILER PRO LEAGUE,RWDM,Club Brugge KV,1,6,7.6,8.6,1.42,1.47,5.2,5.6
757,2023-12-22,ENGLAND - CHAMPIONSHIP,Bristol City,Hull,3,2,2.86,2.96,2.72,2.8,3.35,3.45
758,2023-12-22,ENGLAND - CHAMPIONSHIP,Swansea,Preston,2,1,2.16,2.2,3.75,4.0,3.5,3.55
759,2023-12-22,ENGLAND - LEAGUE ONE,Cambridge Utd,Exeter,2,0,2.14,2.16,3.95,4.2,3.4,3.5
760,2023-12-22,ENGLAND - LEAGUE TWO,Colchester,Salford,2,1,2.4,2.44,3.05,3.15,3.75,3.8
761,2023-12-22,ENGLAND - LEAGUE TWO,Crawley,AFC Wimbledon,1,2,3.25,3.45,2.3,2.36,3.55,3.75
762,2023-12-22,ENGLAND - LEAGUE TWO,Crewe,Barrow,1,3,2.54,2.6,2.94,3.0,3.5,3.65
763,2023-12-22,ENGLAND - LEAGUE TWO,Doncaster,Bradford City,1,3,3.0,3.25,2.5,2.62,3.45,3.55
764,2023-12-22,ENGLAND - LEAGUE TWO,Stockport County,Notts Co,2,1,1.62,1.67,5.7,6.4,4.3,4.7
765,2023-12-22,ITALY - SERIE A,Monza,Fiorentina,0,1,2.94,2.96,2.68,2.72,3.4,3.45
766,2023-12-22,ITALY - SERIE A,Salernitana,AC Milan,2,2,8.6,9.2,1.44,1.46,5.0,5.2
767,2023-12-22,SCOTLAND - CHAMPIONSHIP,Raith,Ayr,4,4,1.78,1.83,4.7,5.1,3.85,4.1
768,2023-12-22,ENGLAND - PREMIER LEAGUE,Aston Villa,Sheffield Utd,1,1,1.23,1.24,16.0,16.5,7.8,8.2
769,2023-12-22,PORTUGAL - LIGA PORTUGAL 2,Os Belenenses,Santa Clara,0,0,4.4,6.4,1.72,1.97,3.5,4.2
770,2023-12-23,AUSTRALIA - A-LEAGUE,Wellington Phoenix,WS Wanderers,2,0,2.62,2.7,2.72,2.78,3.85,3.95
771,2023-12-23,AUSTRALIA - A-LEAGUE,Sydney FC,Western United,4,2,1.73,1.76,4.6,4.9,4.5,4.8
772,2023-12-23,AUSTRALIA - A-LEAGUE,Melbourne City,Melbourne Victory,0,0,2.4,2.42,2.92,2.96,4.0,4.2
773,2023-12-23,TURKEY - SUPER LIG,Sivasspor,Istanbulspor AS,1,0,1.7,1.72,5.2,5.3,4.3,4.5
774,2023-12-23,TURKEY - 1. LIG,Genclerbirligi,Tuzlaspor,0,2,1.7,1.81,5.1,5.8,3.95,4.2
775,2023-12-23,AUSTRALIA - A-LEAGUE,Perth Glory,Macarthur FC,3,2,2.52,2.56,2.74,2.8,4.0,4.1
776,2023-12-23,ITALY - SERIE A,Frosinone,Juventus,1,2,6.4,6.6,1.67,1.69,3.95,4.1
777,2023-12-23,ENGLAND - CHAMPIONSHIP,Leeds,Ipswich,4,0,1.85,1.87,4.2,4.3,4.3,4.5
778,2023-12-23,ENGLAND - PREMIER LEAGUE,West Ham,Manchester Utd,2,0,2.7,2.72,2.72,2.76,3.7,3.75
779,2023-12-23,PORTUGAL - LIGA PORTUGAL 2,Maritimo,Penafiel,0,0,1.53,1.6,7.0,7.8,4.2,4.5
780,2023-12-23,NETHERLANDS - EERSTE DIVISIE,Jong AZ,Den Haag,1,2,3.2,3.4,2.24,2.32,3.75,3.95
781,2023-12-23,ITALY - SERIE B,Cittadella,Spezia,4,1,2.44,2.52,3.5,3.85,3.05,3.2
782,2023-12-23,ITALY - SERIE B,Como,Palermo,3,3,2.38,2.48,3.35,3.6,3.3,3.35
783,2023-12-23,ITALY - SERIE B,Cremonese,Modena,4,0,1.9,1.95,4.7,5.0,3.6,3.75
784,2023-12-23,ITALY - SERIE B,Parma,Ternana,3,1,1.65,1.71,5.9,6.6,4.0,4.2
785,2023-12-23,ITALY - SERIE B,Venezia,Lecco,2,2,1.65,1.7,5.8,6.2,4.1,4.3
786,2023-12-23,TURKEY - SUPER LIG,Karagumruk,Gaziantep,0,3,2.02,2.08,4.1,4.3,3.6,3.65
787,2023-12-23,ITALY - SERIE A,Bologna,Atalanta,1,0,2.92,2.94,2.84,2.86,3.25,3.3
788,2023-12-23,ITALY - SERIE A,Torino,Udinese,1,1,1.79,1.8,5.8,5.9,3.65,3.7
789,2023-12-23,ITALY - SERIE B,Catanzaro,Brescia,2,3,2.34,2.4,3.65,3.8,3.15,3.2
790,2023-12-23,WALES - CYMRU PREMIER,Haverfordwest,TNS,0,1,11.0,14.5,1.23,1.29,7.2,9.4
791,2023-12-23,BELGIUM - JUPILER PRO LEAGUE,Eupen,Royale Union SG,1,2,11.5,14.5,1.25,1.3,6.8,7.4
792,2023-12-23,ENGLAND - CHAMPIONSHIP,Blackburn,Watford,1,2,2.5,2.52,3.0,3.05,3.65,3.7
793,2023-12-23,ENGLAND - CHAMPIONSHIP,Leicester,Rotherham,3,0,1.16,1.17,23.0,26.0,9.4,9.8
794,2023-12-23,ENGLAND - CHAMPIONSHIP,Middlesbrough,West Brom,1,0,2.48,2.5,3.2,3.3,3.4,3.5
795,2023-12-23,ENGLAND - CHAMPIONSHIP,Norwich,Huddersfield,2,0,1.62,1.63,6.2,6.4,4.5,4.6
796,2023-12-23,ENGLAND - CHAMPIONSHIP,Plymouth,Birmingham,3,3,2.24,2.28,3.4,3.45,3.7,3.8
797,2023-12-23,ENGLAND - CHAMPIONSHIP,QPR,Southampton,0,1,5.3,5.4,1.77,1.79,3.9,4.0
798,2023-12-23,ENGLAND - CHAMPIONSHIP,Sheffield Wed,Cardiff,1,2,2.26,2.3,3.65,3.8,3.4,3.45
799,2023-12-23,ENGLAND - CHAMPIONSHIP,Stoke,Millwall,0,0,2.16,2.2,3.75,3.85,3.6,3.7
800,2023-12-23,ENGLAND - CHAMPIONSHIP,Sunderland,Coventry,0,3,2.1,2.14,3.7,3.85,3.7,3.8
801,2023-12-23,ENGLAND - LEAGUE ONE,Barnsley,Stevenage,2,1,2.36,2.4,3.35,3.5,3.45,3.6
802,2023-12-23,ENGLAND - LEAGUE ONE,Blackpool,Bristol Rovers,3,1,1.79,1.84,4.5,4.8,4.1,4.3
803,2023-12-23,ENGLAND - LEAGUE ONE,Bolton,Leyton Orient,3,2,1.63,1.66,6.2,6.8,4.2,4.4
804,2023-12-23,ENGLAND - LEAGUE ONE,Carlisle,Cheltenham,0,1,2.24,2.28,3.65,3.75,3.4,3.5
805,2023-12-23,ENGLAND - LEAGUE ONE,Charlton,Burton,1,1,1.59,1.62,6.2,6.6,4.5,4.6
806,2023-12-23,ENGLAND - LEAGUE ONE,Northampton,Oxford Utd,2,1,3.25,3.4,2.34,2.4,3.55,3.6
807,2023-12-23,ENGLAND - LEAGUE ONE,Portsmouth,Fleetwood,1,1,1.4,1.42,9.0,9.8,5.3,5.5
808,2023-12-23,ENGLAND - LEAGUE ONE,Reading,Wigan,2,0,2.16,2.2,3.7,3.85,3.55,3.7
809,2023-12-23,ENGLAND - LEAGUE ONE,Shrewsbury,Peterborough,1,2,6.4,6.6,1.61,1.63,4.4,4.5
810,2023-12-23,ENGLAND - LEAGUE ONE,Wycombe,Port Vale,1,1,2.36,2.4,3.3,3.5,3.4,3.55
811,2023-12-23,ENGLAND - LEAGUE TWO,Accrington,Walsall,2,1,2.42,2.5,3.0,3.15,3.6,3.7
812,2023-12-23,ENGLAND - LEAGUE TWO,Grimsby,Harrogate,1,2,1.86,1.88,4.5,4.7,3.9,4.1
813,2023-12-23,ENGLAND - LEAGUE TWO,Morecambe,MK Dons,1,3,3.0,3.15,2.42,2.5,3.65,3.8
814,2023-12-23,ENGLAND - LEAGUE TWO,Sutton,Mansfield,0,2,6.0,6.6,1.61,1.66,4.3,4.5
815,2023-12-23,ENGLAND - LEAGUE TWO,Tranmere,Swindon,2,1,2.38,2.4,2.94,3.05,4.0,4.1
816,2023-12-23,ENGLAND - LEAGUE TWO,Wrexham,Newport,2,0,1.42,1.43,9.0,9.4,5.1,5.4
817,2023-12-23,ENGLAND - PREMIER LEAGUE,Fulham,Burnley,0,2,1.75,1.76,5.5,5.6,4.0,4.1
818,2023-12-23,ENGLAND - PREMIER LEAGUE,Luton,Newcastle,1,0,5.2,5.3,1.7,1.71,4.4,4.5
819,2023-12-23,ENGLAND - PREMIER LEAGUE,Nottingham,Bournemouth,2,3,2.9,2.94,2.64,2.66,3.55,3.6
820,2023-12-23,ENGLAND - PREMIER LEAGUE,Tottenham,Everton,2,1,1.83,1.84,4.4,4.5,4.4,4.5
821,2023-12-23,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Taawon,Al Fateh,1,3,1.65,1.71,4.9,5.5,4.4,4.7
822,2023-12-23,SCOTLAND - CHAMPIONSHIP,Airdrieonians,Morton,0,0,2.26,2.38,3.4,3.7,3.35,3.55
823,2023-12-23,SCOTLAND - CHAMPIONSHIP,Arbroath,Dunfermline,1,1,4.2,4.6,1.83,1.9,3.95,4.3
824,2023-12-23,SCOTLAND - CHAMPIONSHIP,Partick Thistle,Inverness,1,1,1.8,1.9,4.1,4.7,4.0,4.3
825,2023-12-23,SCOTLAND - LEAGUE TWO,Dumbarton,Clyde,4,4,1.41,1.49,7.2,9.4,4.8,5.4
826,2023-12-23,SCOTLAND - LEAGUE TWO,Peterhead,Forfar Athletic,1,2,1.92,1.98,4.6,4.9,3.45,3.65
827,2023-12-23,SCOTLAND - LEAGUE TWO,Spartans,Stranraer,3,0,1.78,1.85,4.5,4.7,4.1,4.5
828,2023-12-23,SCOTLAND - LEAGUE TWO,Stenhousemuir,Elgin City,2,0,1.32,1.34,11.5,14.5,5.7,6.4
829,2023-12-23,SCOTLAND - PREMIERSHIP,Celtic,Livingston,2,0,1.11,1.13,32.0,44.0,11.5,12.5
830,2023-12-23,SCOTLAND - PREMIERSHIP,Hearts,St. Mirren,2,0,1.98,2.02,4.3,5.0,3.45,3.65
831,2023-12-23,SCOTLAND - PREMIERSHIP,Kilmarnock,St Johnstone,2,1,1.76,1.8,5.2,6.0,3.65,3.8
832,2023-12-23,SCOTLAND - LEAGUE ONE,Alloa,Montrose,2,2,2.16,2.28,3.1,3.4,3.7,4.1
833,2023-12-23,SCOTLAND - LEAGUE ONE,Annan,Falkirk,0,3,8.6,11.5,1.36,1.4,5.0,6.4
834,2023-12-23,SCOTLAND - LEAGUE ONE,Hamilton,Kelty Hearts,1,1,1.36,1.38,8.2,10.5,5.8,6.4
835,2023-12-23,SCOTLAND - LEAGUE ONE,Stirling,Queen of South,1,1,2.52,2.72,2.68,2.86,3.7,3.95
836,2023-12-23,ITALY - SERIE B,Bari,Cosenza,0,0,2.24,2.38,3.7,4.2,3.1,3.2
837,2023-12-23,ITALY - SERIE B,Pisa,Ascoli,1,0,2.04,2.1,4.6,4.8,3.2,3.35
838,2023-12-23,ITALY - SERIE B,Sampdoria,FeralpiSalo,2,3,1.61,1.67,5.9,7.0,3.95,4.3
839,2023-12-23,ITALY - SERIE B,Sudtirol,Reggiana,2,3,2.54,2.6,3.35,3.5,3.05,3.15
840,2023-12-23,SPAIN - LALIGA,Atl. Madrid,Sevilla,1,0,1.56,1.57,6.4,6.6,4.7,4.9
841,2023-12-23,NETHERLANDS - EERSTE DIVISIE,Dordrecht,FC Emmen,2,1,3.0,3.25,2.14,2.26,4.1,4.4
842,2023-12-23,PORTUGAL - LIGA PORTUGAL,Vitoria Guimaraes,Rio Ave,1,0,1.71,1.74,5.3,5.7,4.2,4.3
843,2023-12-23,PORTUGAL - LIGA PORTUGAL,Vizela,Moreirense,0,0,3.0,3.15,2.64,2.74,3.2,3.3
844,2023-12-23,SCOTLAND - LEAGUE ONE,Cove Rangers,Edinburgh City,7,2,1.15,1.17,21.0,36.0,9.6,11.5
845,2023-12-23,TURKEY - SUPER LIG,Trabzonspor,Basaksehir,1,1,1.68,1.7,5.5,5.9,4.3,4.5
846,2023-12-23,TURKEY - 1. LIG,Sakaryaspor,Kocaelispor,3,1,2.46,2.86,2.8,3.25,3.15,3.6
847,2023-12-23,ITALY - SERIE A,Inter,Lecce,2,0,1.26,1.27,15.0,15.5,6.8,7.2
848,2023-12-23,ITALY - SERIE A,Verona,Cagliari,2,0,2.46,2.48,3.35,3.4,3.35,3.4
849,2023-12-23,BELGIUM - JUPILER PRO LEAGUE,Antwerp,Westerlo,2,2,1.39,1.41,8.2,9.2,5.8,5.9
850,2023-12-23,BELGIUM - JUPILER PRO LEAGUE,St. Truiden,Charleroi,1,0,2.32,2.44,3.35,3.5,3.4,3.5
851,2023-12-23,ENGLAND - PREMIER LEAGUE,Liverpool,Arsenal,1,1,2.58,2.62,2.9,2.94,3.65,3.7
852,2023-12-23,NETHERLANDS - EERSTE DIVISIE,Helmond,Roda,3,3,3.0,3.2,2.32,2.46,3.7,4.0
853,2023-12-23,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ittihad,Al Raed,1,3,1.39,1.44,7.8,9.2,5.5,5.9
854,2023-12-23,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,Genk,2,1,2.38,2.5,2.96,3.15,3.75,3.8
855,2023-12-23,ITALY - SERIE A,AS Roma,Napoli,2,0,3.05,3.15,2.7,2.74,3.25,3.3
856,2023-12-23,NETHERLANDS - EERSTE DIVISIE,Eindhoven FC,Jong Ajax,2,2,1.86,1.92,4.0,4.4,4.2,4.6
857,2023-12-24,TURKEY - SUPER LIG,Konyaspor,Kayserispor,2,0,2.36,2.4,3.3,3.45,3.5,3.6
858,2023-12-24,TURKEY - 1. LIG,Bandirmaspor,Adanaspor AS,2,3,1.37,1.57,7.2,11.0,4.2,6.0
859,2023-12-24,TURKEY - 1. LIG,Bodrumspor,Goztepe,3,0,2.22,2.78,2.92,3.8,3.05,3.65
860,2023-12-24,SCOTLAND - PREMIERSHIP,Motherwell,Rangers,0,2,10.0,12.0,1.31,1.34,6.2,6.6
861,2023-12-24,ENGLAND - PREMIER LEAGUE,Wolves,Chelsea,2,1,3.9,4.0,2.02,2.04,3.9,3.95
862,2023-12-24,TURKEY - SUPER LIG,Adana Demirspor,Antalyaspor,2,1,2.04,2.08,3.6,3.75,4.1,4.2
863,2023-12-24,TURKEY - 1. LIG,Umraniyespor,Giresunspor,2,1,1.33,1.4,9.4,13.0,5.3,6.2
864,2023-12-24,TURKEY - SUPER LIG,Fenerbahce,Galatasaray,0,0,2.3,2.34,3.2,3.3,3.8,3.9
865,2023-12-24,TURKEY - 1. LIG,Altay,Keciorengucu,2,1,3.9,4.6,1.9,2.1,3.25,4.5
866,2023-12-24,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Wehda,Al Riyadh,3,1,1.61,1.67,5.4,6.2,4.5,4.8
867,2023-12-25,TURKEY - 1. LIG,Manisa FK,Sanliurfaspor,1,1,1.52,1.56,6.6,8.4,4.1,4.4
868,2023-12-25,TURKEY - 1. LIG,Corum,Boluspor,2,0,1.92,2.36,3.45,4.6,3.3,3.95
869,2023-12-25,TURKEY - SUPER LIG,Alanyaspor,Samsunspor,3,1,2.42,2.52,3.15,3.4,3.45,3.55
870,2023-12-25,TURKEY - SUPER LIG,Kasimpasa,Rizespor,2,2,2.16,2.2,3.5,3.65,3.85,3.9
871,2023-12-25,EGYPT - PREMIER LEAGUE,El Gouna,Enppi,1,2,2.42,2.58,3.35,3.7,2.98,3.15
872,2023-12-25,EGYPT - PREMIER LEAGUE,Baladiyat El Mahalla,National Bank Egypt,0,2,2.76,2.9,2.78,2.96,3.25,3.4
873,2023-12-25,TURKEY - 1. LIG,Eyupspor,Erzurumspor,3,0,1.45,1.46,8.2,10.0,4.8,5.2
874,2023-12-25,TURKEY - SUPER LIG,Hatayspor,Besiktas,1,2,3.2,3.3,2.32,2.36,3.75,3.8
875,2023-12-25,TURKEY - SUPER LIG,Pendikspor,Ankaragucu,1,1,3.0,3.15,2.42,2.52,3.65,3.7
876,2023-12-26,ITALY - SERIE B,Reggiana,Catanzaro,1,0,2.88,3.1,2.74,2.92,3.1,3.25
877,2023-12-26,BELGIUM - JUPILER PRO LEAGUE,Genk,Antwerp,3,0,2.18,2.28,3.25,3.5,3.8,3.9
878,2023-12-26,ENGLAND - CHAMPIONSHIP,Preston,Leeds,2,1,6.2,6.4,1.62,1.63,4.4,4.5
879,2023-12-26,ENGLAND - LEAGUE TWO,Mansfield,Grimsby,2,0,1.53,1.56,7.0,7.4,4.6,4.9
880,2023-12-26,ENGLAND - PREMIER LEAGUE,Newcastle,Nottingham,1,3,1.52,1.53,7.4,7.8,4.7,4.8
881,2023-12-26,ENGLAND - CHAMPIONSHIP,Millwall,QPR,2,0,2.26,2.3,3.85,3.95,3.3,3.4
882,2023-12-26,ENGLAND - LEAGUE ONE,Leyton Orient,Charlton,1,0,2.68,2.78,2.74,2.86,3.55,3.6
883,2023-12-26,ENGLAND - LEAGUE TWO,Gillingham,Crawley,0,2,2.02,2.12,3.85,3.9,3.7,3.95
884,2023-12-26,ITALY - SERIE B,Ascoli,Cittadella,0,0,2.9,3.1,2.8,2.96,3.1,3.2
885,2023-12-26,ITALY - SERIE B,Brescia,Parma,0,2,3.55,4.1,2.28,2.38,3.15,3.3
886,2023-12-26,ITALY - SERIE B,Cosenza,Como,1,2,2.82,3.0,2.78,2.94,3.1,3.25
887,2023-12-26,ITALY - SERIE B,FeralpiSalo,Venezia,2,2,4.2,4.5,1.99,2.08,3.5,3.65
888,2023-12-26,ITALY - SERIE B,Lecco,Sudtirol,2,1,2.5,2.64,3.15,3.4,3.05,3.25
889,2023-12-26,ITALY - SERIE B,Spezia,Modena,1,1,2.4,2.56,3.25,3.55,3.3,3.35
890,2023-12-26,ITALY - SERIE B,Ternana,Pisa,1,1,2.56,2.72,3.0,3.25,3.2,3.4
891,2023-12-26,WALES - CYMRU PREMIER,Cardiff Metropolitan,Penybont,0,3,2.74,3.05,2.64,2.76,3.4,3.65
892,2023-12-26,WALES - CYMRU PREMIER,Colwyn Bay,Bala,2,3,3.45,3.75,2.14,2.18,3.75,4.0
893,2023-12-26,WALES - CYMRU PREMIER,Haverfordwest,Barry,2,0,2.14,2.22,3.5,3.8,3.7,4.0
894,2023-12-26,WALES - CYMRU PREMIER,Newtown,Connahs Q.,1,2,3.35,4.5,1.87,2.34,3.35,4.6
895,2023-12-26,WALES - CYMRU PREMIER,Pontypridd,Aberystwyth,2,0,1.96,1.99,3.6,4.1,4.0,4.4
896,2023-12-26,WALES - CYMRU PREMIER,TNS,Caernarfon,2,1,1.13,1.17,17.5,25.0,10.0,13.0
897,2023-12-26,BELGIUM - JUPILER PRO LEAGUE,Kortrijk,Gent,0,2,7.6,9.4,1.38,1.4,5.8,5.9
898,2023-12-26,BELGIUM - JUPILER PRO LEAGUE,Leuven,Eupen,3,0,1.89,1.96,4.0,4.3,4.1,4.3
899,2023-12-26,ENGLAND - CHAMPIONSHIP,Cardiff,Plymouth,2,2,2.08,2.12,3.75,3.9,3.75,3.85
900,2023-12-26,ENGLAND - CHAMPIONSHIP,Coventry,Sheffield Wed,2,0,1.75,1.77,5.7,5.8,3.9,3.95
901,2023-12-26,ENGLAND - CHAMPIONSHIP,Huddersfield,Blackburn,3,0,3.3,3.45,2.22,2.28,3.8,3.85
902,2023-12-26,ENGLAND - CHAMPIONSHIP,Hull,Sunderland,0,1,2.52,2.56,3.1,3.15,3.45,3.5
903,2023-12-26,ENGLAND - CHAMPIONSHIP,Rotherham,Middlesbrough,1,0,6.0,6.2,1.62,1.64,4.4,4.5
904,2023-12-26,ENGLAND - CHAMPIONSHIP,Southampton,Swansea,5,0,1.51,1.52,7.0,7.4,4.9,5.1
905,2023-12-26,ENGLAND - CHAMPIONSHIP,Watford,Bristol City,1,4,2.0,2.04,4.5,4.6,3.5,3.6
906,2023-12-26,ENGLAND - CHAMPIONSHIP,West Brom,Norwich,1,0,1.98,2.02,4.3,4.4,3.7,3.75
907,2023-12-26,ENGLAND - LEAGUE ONE,Bristol Rovers,Portsmouth,2,1,3.5,3.65,2.24,2.28,3.5,3.65
908,2023-12-26,ENGLAND - LEAGUE ONE,Burton,Blackpool,1,0,4.5,4.6,1.88,1.89,3.95,4.1
909,2023-12-26,ENGLAND - LEAGUE ONE,Cheltenham,Shrewsbury,2,0,2.32,2.34,3.5,3.65,3.4,3.5
910,2023-12-26,ENGLAND - LEAGUE ONE,Exeter,Wycombe,1,0,3.0,3.15,2.58,2.68,3.35,3.55
911,2023-12-26,ENGLAND - LEAGUE ONE,Fleetwood,Carlisle,1,1,2.18,2.24,3.65,3.7,3.5,3.65
912,2023-12-26,ENGLAND - LEAGUE ONE,Lincoln,Bolton,0,1,3.5,3.8,2.16,2.28,3.45,3.6
913,2023-12-26,ENGLAND - LEAGUE ONE,Oxford Utd,Cambridge Utd,2,1,1.78,1.8,5.1,5.3,4.0,4.1
914,2023-12-26,ENGLAND - LEAGUE ONE,Peterborough,Reading,2,2,1.49,1.52,6.8,7.2,4.9,5.2
915,2023-12-26,ENGLAND - LEAGUE ONE,Port Vale,Barnsley,2,3,3.1,3.25,2.46,2.54,3.4,3.6
916,2023-12-26,ENGLAND - LEAGUE ONE,Stevenage,Northampton,3,0,1.76,1.77,5.6,5.9,3.8,3.9
917,2023-12-26,ENGLAND - LEAGUE ONE,Wigan,Derby,0,1,4.8,5.1,1.78,1.83,3.95,4.2
918,2023-12-26,ENGLAND - LEAGUE TWO,AFC Wimbledon,Sutton,0,1,1.53,1.56,7.0,7.8,4.5,4.7
919,2023-12-26,ENGLAND - LEAGUE TWO,Barrow,Stockport County,2,2,3.4,3.55,2.34,2.42,3.25,3.45
920,2023-12-26,ENGLAND - LEAGUE TWO,Bradford City,Morecambe,2,2,1.72,1.76,5.6,5.9,3.9,4.1
921,2023-12-26,ENGLAND - LEAGUE TWO,Harrogate,Accrington,2,1,3.05,3.15,2.44,2.52,3.6,3.75
922,2023-12-26,ENGLAND - LEAGUE TWO,MK Dons,Colchester,1,0,1.63,1.68,5.4,5.8,4.5,4.8
923,2023-12-26,ENGLAND - LEAGUE TWO,Newport,Forest Green,4,2,2.22,2.24,3.55,3.6,3.7,3.75
924,2023-12-26,ENGLAND - LEAGUE TWO,Notts Co,Doncaster,3,0,1.61,1.65,5.7,5.9,4.5,4.8
925,2023-12-26,ENGLAND - LEAGUE TWO,Salford,Tranmere,1,5,2.36,2.4,3.1,3.15,3.85,3.9
926,2023-12-26,ENGLAND - LEAGUE TWO,Swindon,Wrexham,0,1,4.3,4.5,1.85,1.86,4.2,4.3
927,2023-12-26,ENGLAND - LEAGUE TWO,Walsall,Crewe,2,0,2.24,2.28,3.3,3.5,3.75,3.85
928,2023-12-26,ENGLAND - PREMIER LEAGUE,Bournemouth,Fulham,3,0,2.26,2.3,3.35,3.4,3.75,3.8
929,2023-12-26,ENGLAND - PREMIER LEAGUE,Sheffield Utd,Luton,2,3,2.56,2.58,3.15,3.2,3.35,3.4
930,2023-12-26,SCOTLAND - PREMIERSHIP,Dundee FC,Celtic,0,3,12.5,13.0,1.29,1.3,6.6,6.8
931,2023-12-26,EGYPT - PREMIER LEAGUE,Al Ittihad,Pharco,3,1,1.96,2.1,4.0,4.8,3.4,3.6
932,2023-12-26,ITALY - SERIE B,Palermo,Cremonese,3,2,2.66,2.8,2.82,2.96,3.4,3.55
933,2023-12-26,ENGLAND - CHAMPIONSHIP,Birmingham,Stoke,1,3,2.78,2.8,2.82,2.86,3.4,3.45
934,2023-12-26,BELGIUM - JUPILER PRO LEAGUE,Westerlo,RWDM,3,0,1.92,1.98,4.2,4.5,3.85,4.1
935,2023-12-26,ENGLAND - PREMIER LEAGUE,Burnley,Liverpool,0,2,8.6,8.8,1.41,1.42,5.6,5.7
936,2023-12-26,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ittihad,Al Nassr,2,5,4.4,5.3,1.63,1.73,4.8,5.2
937,2023-12-26,ITALY - SERIE B,Sampdoria,Bari,1,1,2.2,2.3,3.9,4.1,3.15,3.35
938,2023-12-26,BELGIUM - JUPILER PRO LEAGUE,Club Brugge KV,Royale Union SG,1,1,2.36,2.5,2.98,3.35,3.55,3.8
939,2023-12-26,ENGLAND - CHAMPIONSHIP,Ipswich,Leicester,1,1,3.25,3.3,2.32,2.36,3.65,3.75
940,2023-12-26,ENGLAND - PREMIER LEAGUE,Manchester Utd,Aston Villa,3,2,2.68,2.7,2.74,2.76,3.75,3.8
941,2023-12-28,AUSTRALIA - A-LEAGUE,Melbourne City,Brisbane Roar,8,1,1.74,1.76,4.7,4.9,4.6,4.7
942,2023-12-29,AUSTRALIA - A-LEAGUE,Sydney FC,Wellington Phoenix,3,1,1.84,1.86,4.3,4.5,4.3,4.5
943,2023-12-29,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Feiha,Al Hilal,0,2,15.5,20.0,1.17,1.22,8.6,10.0
944,2023-12-29,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Raed,Abha,4,3,1.64,1.99,3.9,5.4,3.75,5.3
945,2023-12-29,ITALY - SERIE A,Fiorentina,Torino,1,0,2.24,2.26,3.85,3.9,3.35,3.4
946,2023-12-29,ITALY - SERIE A,Napoli,Monza,0,0,1.69,1.7,6.0,6.2,4.0,4.1
947,2023-12-29,ENGLAND - CHAMPIONSHIP,Southampton,Plymouth,2,1,1.34,1.36,9.4,10.5,6.2,6.4
948,2023-12-29,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ahli SC,Al Khaleej,1,0,1.31,1.42,8.6,11.5,5.2,6.8
949,2023-12-29,ENGLAND - LEAGUE ONE,Wigan,Carlisle,2,0,2.1,2.12,4.2,4.3,3.4,3.5
950,2023-12-29,ENGLAND - CHAMPIONSHIP,Birmingham,Bristol City,0,0,2.8,2.84,2.72,2.76,3.5,3.55
951,2023-12-29,ENGLAND - CHAMPIONSHIP,Cardiff,Leicester,0,2,5.9,6.2,1.68,1.69,4.1,4.2
952,2023-12-29,ENGLAND - CHAMPIONSHIP,Coventry,Swansea,2,2,1.75,1.77,5.1,5.3,4.1,4.3
953,2023-12-29,ENGLAND - CHAMPIONSHIP,Huddersfield,Middlesbrough,1,2,4.7,4.8,1.84,1.86,3.95,4.0
954,2023-12-29,ENGLAND - CHAMPIONSHIP,Hull,Blackburn,3,2,1.93,1.96,4.2,4.3,4.0,4.1
955,2023-12-29,ENGLAND - CHAMPIONSHIP,Ipswich,QPR,0,0,1.47,1.48,8.0,8.4,5.0,5.2
956,2023-12-29,ENGLAND - CHAMPIONSHIP,Millwall,Norwich,1,0,2.64,2.7,2.82,2.86,3.6,3.65
957,2023-12-29,ENGLAND - CHAMPIONSHIP,Preston,Sheffield Wed,0,1,2.44,2.48,3.45,3.5,3.25,3.3
958,2023-12-29,ENGLAND - CHAMPIONSHIP,Rotherham,Sunderland,1,1,6.0,6.4,1.63,1.65,4.3,4.5
959,2023-12-29,ENGLAND - CHAMPIONSHIP,Watford,Stoke,1,1,2.22,2.24,3.75,3.8,3.45,3.5
960,2023-12-29,ENGLAND - LEAGUE ONE,Bristol Rovers,Charlton,2,1,2.3,2.34,3.3,3.4,3.65,3.8
